img_name,panic_meter
image_285.jpg,92.53
image_0285.jpg,63.05
image_286.jpg,95.84
image_0286.jpg,32.39
image_0287.jpg,31.92
image_287.jpg,97.43
image_0288.jpg,66.77
image_288.jpg,30.48
image_289.jpg,30.15
image_0289.jpg,70.89
image_0290.jpg,29.94
image_290.jpg,26.78
image_291.jpg,57.26
image_0291.jpg,58.12
image_292.jpg,73.29
image_0292.jpg,63.99
image_293.jpg,98.29
image_0293.jpg,45.22
image_0294.jpg,69.18
image_294.png,81.02
image_0295.jpg,67.58
image_295.jpg,93.8
image_296.jpeg,96.32
image_0296.jpg,42.3
image_0297.jpg,63.77
image_297.jpg,80.69
image_298.jpg,63.18
image_0298.jpg,52.75
image_0299.jpg,42.83
image_299.jpg,97.78
image_300.jpg,55.15
image_0300.jpg,76.22
image_301.jpg,86.72
image_0301.jpg,65.92
image_302.jpg,93.45
image_0302.jpg,61.96
image_0303.jpg,69.61
image_303.jpg,70.17
image_304.jpg,84.67
image_0304.jpg,31.54
image_305.jpg,70.23
image_0305.jpg,30.24
image_0306.jpg,36.26
image_306.jpg,98.15
image_307.jpg,70.65
image_0307.jpg,46.19
image_308.jpg,73.36
image_0308.jpg,59.53
image_0309.jpg,67.35
image_309.jpg,71.51
image_310.jpg,26.31
image_0310.jpg,29.13
image_0311.jpg,68.88
image_311.jpg,70.3
image_0312.jpg,36.3
image_312.jpg,84.57
image_0313.jpg,51.27
image_313.jpg,61.15
image_314.jpg,94.37
image_0314.jpg,37.93
image_0315.jpg,47.09
image_315.jpg,71.51
image_316.jpg,93.24
image_0316.jpg,68.54
image_0317.jpg,70.33
image_317.jpg,85.36
image_0318.jpg,61.14
image_318.png,98.65
image_319.jpg,54.28
image_0319.jpg,52.69
image_320.jpg,67.89
image_0320.jpg,63.85
image_321.jpg,94.11
image_0321.jpg,31.81
image_322.jpg,99.23
image_0322.jpg,69.16
image_323.jpg,87.07
image_0323.jpg,19.26
image_0324.jpg,69.74
image_324.jpg,92.2
image_325.jpg,70.73
image_0325.jpg,25.43
image_0326.jpg,51.7
image_326.jpg,55.33
image_0327.jpg,34.27
image_327.jpg,64.93
image_0328.jpg,37.03
image_328.JPG,68.96
image_329.jpg,92.86
image_0329.jpg,32.5
image_330.jpg,63.16
image_0330.jpg,68.08
image_331.jpeg,94.18
image_0331.jpg,52.59
image_332.jpg,92.04
image_0332.jpg,70.47
image_333.jpg,85.62
image_0333.jpg,51.64
image_0334.jpg,30.76
image_334.jpg,55.74
image_335.jpg,94.05
image_0335.jpg,70.22
image_0336.jpg,64.73
image_336.jpg,98.67
image_337.jpg,54.74
image_0337.jpg,67.5
image_0338.jpg,55.43
image_338.jpg,51.76
image_0339.jpg,47.56
image_339.jpg,98.68
image_0340.jpg,69.65
image_340.jpg,82.91
image_341.jpg,95.87
image_0341.jpg,29.74
image_0342.jpg,57.33
image_342.jpg,97.96
image_0343.jpg,49.5
image_343.jpg,63.66
image_344.JPG,98.47
image_0344.jpg,69.51
image_0345.jpg,61.75
image_345.jpg,68.23
image_0346.jpg,64.97
image_346.jpg,64.08
image_0347.jpg,65.55
image_347.jpg,97.3
image_348.jpg,96.67
image_0348.jpg,57.95
image_349.jpg,91.63
image_0349.jpg,50.37
image_350.jpg,63.16
image_0350.jpg,63.84
image_0351.jpg,58.16
image_351.jpg,98.1
image_0352.jpg,69.1
image_352.jpg,99.0
image_353.jpg,67.98
image_0353.jpg,32.72
image_354.jpg,94.57
image_0354.jpg,68.76
image_0355.jpg,46.4
image_0356.jpg,25.65
image_356.jpg,76.67
image_0357.jpg,34.41
image_357.jpg,78.86
image_0358.jpg,59.63
image_358.jpg,90.27
image_0359.jpg,67.0
image_359.jpg,97.61
image_0360.jpg,56.91
image_360.jpg,70.35
image_361.jpg,31.43
image_0361.jpg,69.51
image_0362.jpg,63.31
image_362.jpg,5.54
image_0363.jpg,40.95
image_363.jpg,68.54
image_0364.jpg,69.1
image_364.JPG,73.71
image_0365.jpg,30.49
image_365.webp,85.76
image_0366.jpg,65.97
image_0367.jpg,74.1
image_0368.jpg,33.15
image_0369.jpg,63.2
image_0370.jpg,50.59
image_0371.jpg,2.88
image_0372.jpg,76.99
image_0373.jpg,68.08
image_0374.jpg,69.9
image_0375.jpg,51.65
image_0376.jpg,59.47
image_0377.jpg,35.83
image_0378.jpg,69.11
image_0379.jpg,71.99
image_0380.jpg,36.34
image_0381.jpg,53.47
image_0382.jpg,68.52
image_0383.jpg,69.94
image_0384.jpg,66.21
image_0385.jpg,69.28
image_0386.jpg,60.89
image_0387.jpg,43.29
image_0388.jpg,69.19
image_0389.jpg,70.11
image_0390.jpg,68.34
image_0391.jpg,48.4
image_0392.jpg,19.72
image_0393.jpg,97.13
image_0394.jpg,60.8
image_0395.jpg,68.76
image_0396.jpg,37.28
image_0397.jpg,63.64
image_0398.jpg,61.05
image_0399.jpg,68.26
image_0400.jpg,78.64
image_0401.jpg,66.73
image_0402.jpg,68.99
image_0403.jpg,70.74
image_0404.jpg,64.87
image_0405.jpg,63.69
image_0406.jpg,68.66
image_0407.jpg,69.29
image_0408.jpg,65.61
image_0409.jpg,58.37
image_0410.jpg,52.34
image_0411.jpg,90.81
image_0412.jpg,43.74
image_0413.jpg,69.98
image_0414.jpg,71.07
image_0415.jpg,65.47
image_0416.jpg,40.74
image_0417.jpg,69.57
image_0418.jpg,29.17
image_0419.jpg,32.09
image_0420.jpg,68.88
image_0421.jpg,67.44
image_0422.jpg,77.35
image_0423.jpg,57.09
image_0424.jpg,70.64
image_0425.jpg,88.07
image_0426.jpg,56.76
image_0427.jpg,49.29
image_0428.jpg,47.66
image_0429.jpg,68.65
image_0430.jpg,69.42
image_0431.jpg,60.43
image_0432.jpg,68.08
image_0433.jpg,69.69
image_0434.jpg,63.13
image_0435.jpg,52.41
image_0436.jpg,67.9
image_0437.jpg,49.66
image_0438.jpg,61.26
image_0439.jpg,67.2
image_0440.jpg,66.24
IMAGE_1655988793.webp,93.26
IMAGE_1688655256.webp,95.3
IMAGE_1688990595.webp,78.12
image_0004.jpg,72.15
image_0006.jpg,69.2
image_002.jpg,97.12
image_0003.jpg,50.34
image_0001.jpg,69.37
image_0000.jpg,47.13
image_003.jpg,98.77
image_0002.jpg,69.32
image_004.jpg,75.36
image_001.jpg,53.06
image_0005.jpg,25.2
image_005.jpg,85.12
image_006.jpg,20.33
image_007.jpg,69.55
image_0010.jpg,66.76
image_0007.jpg,58.32
image_0008.jpg,51.18
image_008.jpg,76.48
image_0009.jpg,56.06
image_0013.jpg,70.92
image_0012.jpg,63.77
image_0011.jpg,98.78
image_014.jpg,80.33
image_009.jpg,98.21
image_011.jpg,95.84
image_0014.jpg,65.79
image_0015.jpg,68.97
image_010.jpg,89.68
image_012.jpg,98.08
image_017.jpg,93.52
image_0017.jpg,46.17
image_0019.jpg,61.35
image_018.jpg,93.81
image_016.jpg,64.34
image_015.jpg,85.86
image_0016.jpg,42.35
image_019.jpg,75.39
image_020.jpg,94.94
image_013.jpg,75.14
image_0021.jpg,64.14
image_0022.jpg,69.78
image_0023.jpg,61.39
image_0024.jpg,82.89
image_0020.jpg,58.37
image_023.jpg,79.48
image_024.jpg,68.9
image_027.jpg,72.81
image_021.jpg,94.0
image_0027.jpg,67.73
image_028.jpg,73.55
image_0026.jpg,38.48
image_025.jpg,54.32
image_0018.jpg,41.39
image_022.jpg,51.03
image_0025.jpg,66.84
image_026.jpg,66.48
image_0030.jpg,61.49
image_0029.jpg,59.84
image_0031.jpg,98.57
image_0028.jpg,69.23
image_029.jpg,84.8
image_030.jpg,95.95
image_0032.jpg,69.16
image_0034.jpg,42.09
image_032.jpg,96.93
image_033.jpg,93.76
image_0037.jpg,69.7
image_031.jpg,53.91
image_0035.jpg,82.49
image_035.jpg,46.99
image_038.jpg,99.4
image_034.jpg,92.55
image_0033.jpg,69.29
image_0038.jpg,70.78
image_0036.jpg,56.21
image_037.jpg,99.34
image_0039.jpg,62.77
image_040.jpg,96.65
image_0042.jpg,64.46
image_0040.jpg,98.59
image_0043.jpg,69.69
image_036.jpg,59.08
image_041.jpg,97.09
image_043.jpg,91.79
image_042.jpg,99.46
image_0048.jpg,55.18
image_0046.jpg,46.79
image_0047.jpg,91.98
image_0041.jpg,65.74
image_047.jpg,71.76
image_048.jpg,94.07
image_045.JPG,82.88
image_0049.jpg,55.5
image_0045.jpg,46.64
image_0044.jpg,86.17
image_049.jpg,91.96
image_0050.jpg,74.55
image_0051.jpg,69.69
image_044.png,75.46
image_0053.jpg,81.33
image_050.jpg,50.59
image_053.jpg,87.92
image_0052.jpg,74.32
image_0054.jpg,54.75
image_051.jpg,58.73
image_052.jpg,72.41
image_054.jpg,94.7
image_0055.jpg,65.69
image_046.jpg,92.67
image_0057.jpg,61.58
image_0058.jpg,69.3
image_0056.jpg,70.58
image_058.jpg,66.82
image_055.jpg,86.8
image_0059.jpg,68.69
image_057.jpg,74.73
image_056.jpg,30.79
image_0060.jpg,70.59
image_059.jpg,86.68
image_0061.jpg,48.62
image_0062.jpg,63.75
image_0063.jpg,68.71
image_060.jpg,76.51
image_0065.jpg,96.59
image_0064.jpg,66.04
image_063.JPG,98.82
image_061.JPG,56.8
image_065.JPG,96.72
image_0066.jpg,52.13
image_0069.jpg,19.13
image_066.jpg,96.57
image_067.jpg,72.59
image_0068.jpg,77.08
image_0067.jpg,64.63
image_068.jpg,97.01
image_0070.jpg,62.77
image_069.jpg,81.59
image_070.jpg,78.73
image_064.jpg,98.08
image_0071.jpg,68.13
image_0073.jpg,47.29
image_071.jpg,69.27
image_072.jpg,73.72
image_0074.jpg,31.28
image_0072.jpg,86.41
image_073.jpg,60.54
image_074.jpg,67.8
image_0075.jpg,95.32
image_0076.jpg,40.75
image_075.jpg,71.01
image_0077.jpg,66.88
image_076.jpg,93.67
image_077.jpg,95.21
image_0079.jpg,58.5
image_0078.jpg,69.02
image_0080.jpg,98.16
image_078.jpg,98.87
image_079.jpg,75.38
image_080.jpg,73.75
image_0082.jpg,69.38
image_0083.jpg,65.34
image_0081.jpg,38.5
image_081.jpg,66.65
image_0084.jpg,66.85
image_0086.jpg,69.91
image_083.jpg,80.8
image_0085.jpg,99.3
image_085.jpg,59.86
image_086.jpg,72.06
image_088.jpg,70.3
image_084.jpg,81.84
image_0087.jpg,42.1
image_0089.jpg,44.75
image_0090.jpg,16.47
image_0091.jpg,73.34
image_0088.jpg,65.93
image_090.jpg,84.47
image_089.jpg,66.72
image_092.jpg,96.56
image_0093.jpg,63.64
image_091.png,80.89
image_0094.jpg,19.68
image_0092.jpg,45.94
image_093.jpg,66.73
image_0095.jpg,53.09
image_096.jpg,98.96
image_0097.jpg,69.35
image_094.jpg,89.7
image_0096.jpg,76.21
image_097.jpg,96.27
image_0098.jpg,55.98
image_098.jpg,66.64
image_0100.jpg,69.97
image_0099.jpg,66.21
image_0101.jpg,69.11
image_100.jpg,96.42
image_099.jpg,90.45
image_101.jpg,66.0
image_062.jpg,57.27
image_0102.jpg,41.47
image_102.jpg,78.38
image_0103.jpg,69.03
image_0105.jpg,64.21
image_0104.jpg,69.41
image_104.jpg,88.63
image_103.jpeg,94.74
image_0106.jpg,69.99
image_082.jpg,64.37
image_0107.jpg,84.22
image_105.jpg,42.8
image_107.jpg,99.68
image_0108.jpg,99.41
image_106.jpg,69.4
image_0110.jpg,39.41
image_0111.jpg,35.4
image_0112.jpg,62.8
image_0109.jpg,38.83
image_111.jpg,45.1
image_110.jpg,98.64
image_108.jpg,88.94
image_109.jpg,23.31
image_113.jpg,79.59
image_0113.jpg,53.64
image_000.jpg,97.87
image_0114.jpg,63.64
image_112.jpg,94.18
image_0115.jpg,49.17
image_114.jpg,92.03
image_0116.jpg,46.89
image_0118.jpg,35.06
image_0117.jpg,69.16
image_117.jpg,69.5
image_0119.jpg,59.35
image_115.jpg,97.56
image_116.jpg,90.88
image_118.jpg,66.92
image_0121.jpg,27.56
image_0123.jpg,92.68
image_120.jpg,74.5
image_121.jpeg,57.07
image_0120.jpg,81.17
image_119.jpg,52.17
image_0122.jpg,84.55
image_122.jpg,80.98
image_0124.jpg,30.57
image_124.jpg,89.83
image_0126.jpg,66.15
image_125.jpg,55.03
image_0127.jpg,95.42
image_126.jpg,31.73
image_0128.jpg,43.09
image_0129.jpg,63.08
image_0125.jpg,97.41
image_127.jpg,79.08
image_0130.jpg,52.7
image_0131.jpg,62.06
image_128.jpg,65.71
image_131.jpg,86.36
image_0132.jpg,43.9
image_0133.jpg,60.52
image_132.jpg,98.58
image_133.jpg,98.01
image_130.jpg,62.32
image_0134.jpg,67.93
image_129.jpg,26.26
image_0135.jpg,31.66
image_134.jpg,91.54
image_135.png,74.97
image_0136.jpg,98.61
image_0137.jpg,34.07
image_0138.jpg,69.4
image_136.jpg,75.17
image_137.PNG,73.79
image_138.jpeg,62.56
image_0139.jpg,66.53
image_139.jpg,79.71
image_0140.jpg,70.2
image_140.jpg,99.21
image_0141.jpg,55.73
image_0142.jpg,62.51
image_142.jpg,93.99
image_141.jpg,91.17
image_0143.jpg,69.21
image_087.jpg,42.58
image_0144.jpg,92.9
image_143.png,69.86
image_144.jpg,43.97
image_0145.jpg,53.62
image_0146.jpg,68.87
image_0147.jpg,56.26
image_0148.jpg,56.57
image_145.jpeg,63.9
image_147.jpg,68.17
image_146.jpeg,98.27
image_148.jpg,68.09
image_0149.jpg,66.35
image_149.jpg,93.82
image_0150.jpg,87.98
image_150.jpeg,86.67
image_0151.jpg,67.7
image_0153.jpg,53.91
image_0152.jpg,57.8
image_153.jpeg,61.4
image_0154.jpg,59.05
image_151.jpg,96.12
image_152.jpg,68.91
image_154.jpg,92.59
image_0155.jpg,58.96
image_0157.jpg,50.8
image_0156.jpg,68.33
image_155.jpg,87.76
image_0158.jpg,51.3
image_158.jpg,52.57
image_156.jpg,41.06
image_039.png,82.86
image_0159.jpg,64.46
image_159.jpg,40.72
image_0161.jpg,62.8
image_157.jpeg,95.17
image_0160.jpg,47.84
image_160.jpg,89.45
image_0162.jpg,94.18
image_0163.jpg,69.78
image_161.jpg,89.79
image_162.jpg,71.68
image_0165.jpg,64.01
image_165.jpg,75.84
image_164.jpg,99.34
image_0164.jpg,60.52
image_163.jpg,93.23
image_0167.jpg,57.36
image_166.jpg,99.32
image_0168.jpg,71.87
image_0166.jpg,68.68
image_0169.jpg,54.23
image_168.jpg,96.86
image_0170.jpg,64.94
image_0171.jpg,63.81
image_167.jpg,20.46
image_170.jpg,72.3
image_123.jpg,90.3
image_169.jpg,60.43
image_0174.jpg,40.18
image_0176.jpg,53.29
image_0173.jpg,48.7
image_174.jpg,65.35
image_173.jpg,85.55
image_0172.jpg,69.87
image_172.jpg,94.92
image_171.jpg,95.92
image_0175.jpg,64.85
image_176.jpg,68.69
image_178.jpg,66.15
image_0178.jpg,34.98
image_0181.jpg,69.13
image_0177.jpg,56.9
image_179.jpg,29.09
image_0179.jpg,66.58
image_175.jpg,31.27
image_177.jpg,92.6
image_0184.jpg,58.53
image_0183.jpg,34.49
image_0186.jpg,29.88
image_184.jpg,89.4
image_0185.jpg,52.21
image_0182.jpg,67.06
image_186.jpg,89.49
image_187.jpg,83.9
image_0188.jpg,53.77
image_182.jpg,84.94
image_188.jpg,92.57
image_0190.jpg,58.01
image_185.png,97.92
image_183.jpg,34.76
image_0191.jpg,66.1
image_190.png,0.84
image_189.jpeg,54.71
image_0192.jpg,53.91
image_193.jpg,74.53
image_0196.jpg,17.58
image_0193.jpg,63.09
image_0194.jpg,58.44
image_194.JPG,91.5
image_0197.jpg,53.9
image_0189.jpg,42.68
image_196.jpg,96.11
image_0195.jpg,64.58
image_199.jpg,72.6
image_0198.jpg,40.37
image_197.jpg,87.86
image_195.jpeg,96.78
image_201.jpg,77.06
image_198.jpg,61.83
image_192.png,46.42
image_191.jpg,94.42
image_0187.jpg,55.37
image_200.jpg,52.59
image_0199.jpg,31.13
image_0200.jpg,59.47
