Time,City,Sub_city,Text,latitude,longitude,panic_level
2025-09-20 11:40:36+00:00,Mumbai,Mumbai,"RT @DhruvRathenx: BREAKING : RaGa Tsunami on 🔥

राहुल गांधी के एटम बम पार्ट-2 ने वोट चोरी पर सारे रिकॉर्ड तोड़ दिए हैं और 10 करोड़ व्यूज़…",19.054999,72.8692035,High
2025-09-20 11:40:35+00:00,Mumbai,Mumbai,"RT @sanewsdelhi: 🌊 बाढ़ से जूझते मण्ढ़ाणा गाँव को संत रामपाल जी महाराज का साथ मिला 🙌 ₹20 लाख⭐✨+ की मदद 

📌🙏 गाँववालों ने संत रामपाल जी महा…",19.054999,72.8692035,High
2025-09-20 11:40:35+00:00,Mumbai,Mumbai,"RT @SatlokChannel: लितानी गाँव बाढ़ से तबाह हो रहा था। गांववालों को उम्मीद थी केवल 500 फीट पाइप की, पर संत रामपाल जी महाराज ने भेजी 15,000…",19.054999,72.8692035,High
2025-09-20 11:40:34+00:00,Mumbai,Mumbai,"RT @PhilippineStar: Not just flood control projects, but even classrooms built by the Department of Public Works and Highways (DPWH) were f…",19.054999,72.8692035,Low
2025-09-20 11:40:33+00:00,Mumbai,Mumbai,RT @alokKum2021: @swatantrabjp लखीमपुर खीरी बाढ़ खंड की जय हो https://t.co/NDobYKN1C1,19.054999,72.8692035,Low
2025-09-20 11:40:33+00:00,Mumbai,Mumbai,"RT @memleketyoutube: Sayın REİS SEDAT PEKER, kitaplara olan ilgisi ve okuma alışkanlığıyla da dikkat çeken bir isimdir.

Videolarında gördü…",19.054999,72.8692035,Medium
2025-09-20 11:40:33+00:00,Mumbai,Mumbai,"RT @NizamPKFC: All Time Fastest 1cr advance gross in Hyderabad 😭💥💥🔥

Human Tsunami @PawanKalyan 🛐🙏

#Theycallhimog
https://t.co/36hyS8ojoC",19.054999,72.8692035,High
2025-09-20 11:40:31+00:00,Mumbai,Mumbai,"RT @allenanalysis: 🚨#BREAKING: Protesters flood Times Square chanting “F*ck Charlie Kirk,” slamming him as racist and nothing like MLK. The…",19.054999,72.8692035,High
2025-09-20 11:40:28+00:00,Mumbai,Mumbai,"RT @sanewsdelhi: 📌🙏संत रामपाल जी महाराज ने कहा की बाढ़ पीड़ित मण्ढ़ाणा गाँव वालो की इतनी मदद कर दो जिसकी कोई हद नही। ✨💥

📍पुरा गाँव आज इस म…",19.054999,72.8692035,Low
2025-09-20 11:40:28+00:00,Mumbai,Mumbai,"RT @detikcom: 50 Kali Gempa Susulan Guncang Nabire Papua Tengah 

Direktur Gempabumi dan Tsunami BMKG Daryono mengatakan hasil analisis BMK…",19.054999,72.8692035,High
2025-09-20 11:40:27+00:00,Mumbai,Mumbai,"RT @sanewsdelhi: 📌🙏संत रामपाल जी महाराज ने कहा की बाढ़ पीड़ित मण्ढ़ाणा गाँव वालो की इतनी मदद कर दो जिसकी कोई हद नही। ✨💥

📍पुरा गाँव आज इस म…",19.054999,72.8692035,Low
2025-09-20 11:40:26+00:00,Mumbai,Mumbai,"RT @Nani______4: All Time Fastest 1cr advance gross in Hyderabad 😭💥💥🔥

Human Tsunami @PawanKalyan 🛐💀

#Theycallhimog https://t.co/uxwGmrX5q4",19.054999,72.8692035,High
2025-09-20 11:40:24+00:00,Mumbai,Mumbai,RT @INCUttarPradesh: मैं इस इलाके की मुश्किलों से भली-भांति वाकिफ हूं। बारिश के दौरान यहां बाढ़ की स्थिति बन जाती है और यह इलाका अलग-थलग प…,19.054999,72.8692035,Medium
2025-09-20 11:40:23+00:00,Mumbai,Mumbai,"I’m all in on this one. In a world where bots are everywhere and AI’s about to flood every corner of the internet, Billions Network is straight-up building the moat for real humans (and legit AI agents) to prove they’re not just another deepfake or spam account. It’s like the https://t.co/LyTRFy4Wda https://t.co/FaqcGfUBAm",19.054999,72.8692035,High
2025-09-20 11:40:23+00:00,Mumbai,Mumbai,"RT @Rehanjunejo01: #Flood victims need more than rations 🌊💔🏚
Only healthcare facilities and direct financial support can heal their wounds…",19.054999,72.8692035,High
2025-09-20 11:40:23+00:00,Mumbai,Mumbai,"RT @rapplerdotcom: FLOOD CONTROL, NOT FUND CONTROL ✊

Thousands of protesters are expected to join rallies at Luneta and the People Power M…",19.054999,72.8692035,High
2025-09-20 11:40:22+00:00,Mumbai,Mumbai,RT @FranciscoF95548: @SocCivilMx @Claudiashein En el gobierno están en pánico total y no pueden detener el tsunami que viene 1ro de octubre…,19.054999,72.8692035,High
2025-09-20 11:40:22+00:00,Mumbai,Mumbai,"RT @DhruvRathenx: BREAKING : RaGa Tsunami on 🔥

राहुल गांधी के एटम बम पार्ट-2 ने वोट चोरी पर सारे रिकॉर्ड तोड़ दिए हैं और 10 करोड़ व्यूज़…",19.054999,72.8692035,High
2025-09-20 11:40:21+00:00,Mumbai,Mumbai,".@jomalhotra
Akanksha your reporter from Kapurthala did a great story which got @vikramsahney
And  sun foundation to help Gurjot and his family.
In flood-hit Sultanpur Lodhi, 14-year-old carries the weight of tragedies  https://t.co/UNwVAuw8XD",19.054999,72.8692035,0
2025-09-20 11:40:21+00:00,Mumbai,Mumbai,"RT @ATimeAlchemist: @zerohedge “Aid” package?! Did something decimate the fish stock? Are they starving? Did they have a tsunami?

Why the…",19.054999,72.8692035,High
2025-09-20 11:40:19+00:00,Mumbai,Mumbai,RT @SatlokChannel: 20 लाख+ रुपयों की राहत सामग्री संत रामपाल जी महाराज ने बाढ़ पीड़ित गाँव मण्ढ़ाणा (भिवानी) को दी। https://t.co/03BSvkRswJ,19.054999,72.8692035,High
2025-09-20 11:40:14+00:00,Mumbai,Mumbai,RT @SatlokChannel: 20 लाख+ रुपयों की राहत सामग्री संत रामपाल जी महाराज ने बाढ़ पीड़ित गाँव मण्ढ़ाणा (भिवानी) को दी। https://t.co/03BSvkRswJ,19.054999,72.8692035,High
2025-09-20 11:40:13+00:00,Mumbai,Mumbai,@IAISIB I'm so happy that the flood engulfed that whole state 🤭🤭🤭 that's what they deserve.,19.054999,72.8692035,High
2025-09-20 11:40:13+00:00,Mumbai,Mumbai,RT @myth_pilot: The worst thing Elon ever did with this platform besides opening the gates to a flood of Indians was to ruthlessly crush Su…,19.054999,72.8692035,Low
2025-09-20 11:40:12+00:00,Mumbai,Mumbai,"Villages submerged. Homes swept away. Families in Pakistan and Bangladesh are fleeing disaster with nothing but hope.

Muslim Relief is delivering water, shelter, and medical care.

Stand with them today: https://t.co/U643KxsHJC https://t.co/qUws9Il28C",19.054999,72.8692035,High
2025-09-20 11:40:10+00:00,Mumbai,Mumbai,RT @SatlokChannel: बाढ़ पीड़ित गाँव में लगातार मदद की जा रही है | #flood #punjab https://t.co/kmEaYCb0vh,19.054999,72.8692035,Low
2025-09-20 11:40:09+00:00,Mumbai,Mumbai,RT @jesusfalcis: I’m so proud of Quezon City for charging ahead and taking the issue of flood control by its horns - dalawang presscon and…,19.054999,72.8692035,High
2025-09-20 11:40:08+00:00,Mumbai,Mumbai,@ADITYA83131 @Mudit0797 Tik tok kab unban hua modi ne visit kiya flood effected states ko or relief package bhi diya don't spread fake news,19.054999,72.8692035,High
2025-09-20 11:40:07+00:00,Mumbai,Mumbai,"RT @SatlokChannel: लितानी गाँव बाढ़ से तबाह हो रहा था। गांववालों को उम्मीद थी केवल 500 फीट पाइप की, पर संत रामपाल जी महाराज ने भेजी 15,000…",19.054999,72.8692035,High
2025-09-20 11:40:07+00:00,Mumbai,Mumbai,RT @theefag: all niggas like to do is breed and flood faggy holes https://t.co/eyZXvHKFNn,19.054999,72.8692035,High
2025-09-20 11:40:07+00:00,Mumbai,Mumbai,"I didn’t answer. I couldn’t. The sight of Jide brought a flood of memories I had buried so deep - nights of loneliness, swollen feet, unanswered calls, tears swallowed in silence.

He straightened when he saw me step out. “Shalewa.”",19.054999,72.8692035,Medium
2025-09-20 11:40:07+00:00,Mumbai,Mumbai,"@PratikVoiceObc "" हमें इतनी बड़ी भीड़ और समर्थन की उम्मीद नहीं थी।
लोग दिन-रात , धूप-बारिश की परवाह किए बिना इस यात्रा में शामिल हो रहे हैं, क्योंकि उन्हें पता है कि मौजूदा सरकार उनके लिए कुछ नहीं कर रही है।
लोग बदलाव के मूड में हैं।। ""

- श्री तेजस्वी यादव जी

वीडियो :

https://t.co/xRsfkBS4Jw",19.054999,72.8692035,High
2025-09-20 11:40:05+00:00,Mumbai,Mumbai,RT @SatlokChannel: बाढ़ पीड़ित गाँव को लगातार मदद मिलती जा रही है | #floodrelief https://t.co/NXFjImO38Y,19.054999,72.8692035,Low
2025-09-20 11:40:05+00:00,Mumbai,Mumbai,"RT @freakniggat: Told bro i’m tryn flood u up, lemme dig in that pussy 😈🍆💦
ᶠᵘˡˡ ᵛⁱᵈᵉᵒ ᵒⁿ ᵐʸ ᵒⁿˡʸᶠᵃⁿˢ ᵃⁿᵈ ᴶᶠᶠ!
@certifiedbro4u 
@freakniggat…",19.054999,72.8692035,High
2025-09-20 11:40:04+00:00,Mumbai,Mumbai,"RT @DMRegister: Originally Cyclone Stadium, Jack Trice Stadium turns 50 this year https://t.co/0wBlKwUQcS",19.054999,72.8692035,Low
2025-09-20 11:40:01+00:00,Mumbai,Mumbai,"RT @HarveenChadha: With this new H1B order, remote jobs are going to flood the market

Many employers will happy give 100k to remote worker…",19.054999,72.8692035,High
2025-09-20 11:40:00+00:00,Mumbai,Mumbai,"@Anti_Congressi @BCCI If all the Indians pee on Pakistan, all the Pakistanis will drown in Tsunami of pee and die.  Then it will be pisswa-e-pak similar to Gazwa-e-hind.😃 😀 😄 😁 🤣 😂 😃 😀",19.054999,72.8692035,High
2025-09-20 11:40:00+00:00,Mumbai,Mumbai,"RT @SatlokChannel: 💥 कलयुग में सतयुग की शुरुआत Part-2️💥

इस वीडियो में देखिए 🔥 चौंकाने वाले सबूत!
दिल्ली के अनाथ बच्चों से लेकर 🌊 बाढ़ पी…",19.054999,72.8692035,High
2025-09-20 11:40:00+00:00,Mumbai,Mumbai,"RT @kalisenachief: बारिश नहीं, भ्रष्टाचार डुबो रहा है देश को! 
ये बाढ़ प्राकृतिक नहीं, मैन-मेड है…
अनियंत्रित विकास, रिश्वतखोरी और गलत न…",19.054999,72.8692035,High
2025-09-20 11:40:00+00:00,Mumbai,Mumbai,"RT @NexoraCoin26112: GM $NEX Fam, let’s turn up the HEAT, PurpleFam! 💜🚀 This Mystery Box giveaway is the ultimate $NEX flex—100 likes and 5…",19.054999,72.8692035,High
2025-09-20 11:40:00+00:00,Mumbai,Mumbai,"RT @rapplerdotcom: FLOOD CONTROL, NOT FUND CONTROL ✊

Thousands of protesters are expected to join rallies at Luneta and the People Power M…",19.054999,72.8692035,High
2025-09-20 11:39:59+00:00,Mumbai,Mumbai,"RT @BorisJohnson: The wettest generation since the Flood! Today's youth are too scared to drive, drink and many don't have sex. And they're…",19.054999,72.8692035,Low
2025-09-20 11:39:59+00:00,Mumbai,Mumbai,"So tell us, Honorable Congressman, is pocketing kickbacks from flood control projects the act of a sound mind?",19.054999,72.8692035,High
2025-09-20 11:39:57+00:00,Mumbai,Mumbai,flood their mailbox with letters https://t.co/12xngfExL6,19.054999,72.8692035,High
2025-09-20 11:39:57+00:00,Mumbai,Mumbai,"RT @Beefeater_Fella: Fake dollars and yuan flood North Korean markets

A sharp rise in exchange rates and the depreciation of the won have…",19.054999,72.8692035,High
2025-09-20 11:39:57+00:00,Mumbai,Mumbai,"if tunay na nararamdaman ng pangulo ang pagkadismaya ng bayan, then the public deserves to see transparent investigations, actual accountability of corrupt officials, and reforms in flood control projects :) https://t.co/4rXQcV3QAB",19.054999,72.8692035,High
2025-09-20 11:39:55+00:00,Mumbai,Mumbai,"RT @nzranasr: Salam all. Malaysian Medical Association Sabah are taking donations for flood victims. They need;
&gt;maggi
&gt;susu baby
&gt;biskut
&gt;…",19.054999,72.8692035,High
2025-09-20 11:39:55+00:00,Mumbai,Mumbai,"RT @TweetByLokesh: जयपुर के निमेडा ग्राम में एक ऐसा नाग बारिश के मौसम में बाहर निकला जिसके सर पर मणि थी। 

इस सांप को देखने वालों की भीड़…",19.054999,72.8692035,High
2025-09-20 11:39:54+00:00,Mumbai,Mumbai,"RT @SatlokChannel: लितानी गाँव बाढ़ से तबाह हो रहा था। गांववालों को उम्मीद थी केवल 500 फीट पाइप की, पर संत रामपाल जी महाराज ने भेजी 15,000…",19.054999,72.8692035,High
2025-09-20 11:39:53+00:00,Mumbai,Mumbai,"RT @dpsingh1313: पंजाब की तरफ जाने वाले मुहब्बत के लशकर और भाइचारे के कारवां रुकने का नाम ही नहीं ले रहे।

यूं लग रहा है जैसे मुसीबत की इस…",19.054999,72.8692035,High
2025-09-20 11:39:53+00:00,Mumbai,Mumbai,"RT @Nani______4: All Time Fastest 1cr advance gross in Hyderabad 😭💥💥🔥

Human Tsunami @PawanKalyan 🛐💀

#Theycallhimog https://t.co/uxwGmrX5q4",19.054999,72.8692035,High
2025-09-20 11:39:53+00:00,Mumbai,Mumbai,"Asia Cup 2025: विजेता टीम पर होगी पैसों की बारिश, रनर-अप पर भी होगी बौछार, जानिए कितना मिलेगा?

#AsiaCup2025 #CricketNews #SportsNews #AsiaCupWinner

https://t.co/nbJBG0qIAb",19.054999,72.8692035,Low
2025-09-20 11:39:50+00:00,Mumbai,Mumbai,"RT @News5PH: 'BAKIT HINDI MAPAUWI SI ZALDY CO?'

Muling iginiit ni Vice President Sara Duterte na hindi siya kumbinsido sa imbestigasyon ng…",19.054999,72.8692035,Low
2025-09-20 11:39:49+00:00,Mumbai,Mumbai,"RT @seoul_stop: ANNOUNCEMENT

Our Lacson branch will be CLOSED TOMORROW, September 21 (Sunday) as we join the people in denouncing the bill…",19.054999,72.8692035,0
2025-09-20 11:39:47+00:00,Mumbai,Mumbai,"RT @GladJl11: Ackkkk I just love your fit today so much. Like I'm gonna flood you TL with his face guys hahaha

AHOF SHINES AT TMA 
#AHOFon…",19.054999,72.8692035,High
2025-09-20 11:39:46+00:00,Mumbai,Mumbai,"RT @ziyudaze: hi guys, just a warning— i’m about to flood your timeline with ziyu fancams, please bear with me.",19.054999,72.8692035,High
2025-09-20 11:39:45+00:00,Mumbai,Mumbai,"RT @SatlokChannel: 💥 कलयुग में सतयुग की शुरुआत Part-2️💥

इस वीडियो में देखिए 🔥 चौंकाने वाले सबूत!
दिल्ली के अनाथ बच्चों से लेकर 🌊 बाढ़ पी…",19.054999,72.8692035,High
2025-09-20 11:39:42+00:00,Mumbai,Mumbai,"RT @Xaif_Crypto: 🚨:Wall Street giants are quietly stacking #XRP Dr. Jim Willie says

BlackRock &amp; JPMorgan are loading up behind the scenes.…",19.054999,72.8692035,High
2025-09-20 11:39:41+00:00,Mumbai,Mumbai,"@cyclone_mas そうやねwww
T squareのトゥルースも危険w",19.054999,72.8692035,High
2025-09-20 11:39:41+00:00,Mumbai,Mumbai,"@common_sense_64 @BRoberts1597071 @akafaceUS BEAUTIFUL

Flood the zone with shit, first sign of a question, say Ba Bye!

By which i mean wow that's sad",19.054999,72.8692035,Low
2025-09-20 11:39:37+00:00,Mumbai,Mumbai,RT @ChapraZila: अभी इनके नन्हे हाथों में स्मार्ट फोन नहीं आया है इसलिए यह लोग बारिश के मौसम का मजा ले रहे हैं ❤️🤩 https://t.co/FqEq7T5v9c,19.054999,72.8692035,High
2025-09-20 11:39:37+00:00,Mumbai,Mumbai,"@kumar_pate15683 नहीं, अरविंद केजरीवाल की चोटिला में किसान रैली 7 सितंबर 2025 को भारी बारिश के कारण स्थगित कर दी गई थी। उपलब्ध स्रोतों से बाद में इसका आयोजन होने की पुष्टि नहीं हुई है। (142 chars)",19.054999,72.8692035,High
2025-09-20 11:39:36+00:00,Mumbai,Mumbai,"RT @Nani______4: All Time Fastest 1cr advance gross in Hyderabad 😭💥💥🔥

Human Tsunami @PawanKalyan 🛐💀

#Theycallhimog https://t.co/uxwGmrX5q4",19.054999,72.8692035,High
2025-09-20 11:39:36+00:00,Mumbai,Mumbai,Send the flood https://t.co/FGyzCQDCJp,19.054999,72.8692035,High
2025-09-20 11:39:35+00:00,Mumbai,Mumbai,"RT @mikafabs: For those unaware, a massive protest will be happening in the PH on Sep 21 against corruption. It blew up w/ uncovering flood…",19.054999,72.8692035,High
2025-09-20 11:39:32+00:00,Mumbai,Mumbai,"RT @nzranasr: Salam all. Malaysian Medical Association Sabah are taking donations for flood victims. They need;
&gt;maggi
&gt;susu baby
&gt;biskut
&gt;…",19.054999,72.8692035,High
2025-09-20 11:39:31+00:00,Mumbai,Mumbai,RT @mingyursonly: wala po siyang flood control projects https://t.co/nNnUUVVkmb,19.054999,72.8692035,Medium
2025-09-20 11:39:29+00:00,Mumbai,Mumbai,"RT @seoul_stop: ANNOUNCEMENT

Our Lacson branch will be CLOSED TOMORROW, September 21 (Sunday) as we join the people in denouncing the bill…",19.054999,72.8692035,0
2025-09-20 11:39:28+00:00,Mumbai,Mumbai,"RT @Nani______4: All Time Fastest 1cr advance gross in Hyderabad 😭💥💥🔥

Human Tsunami @PawanKalyan 🛐💀

#Theycallhimog https://t.co/uxwGmrX5q4",19.054999,72.8692035,High
2025-09-20 11:39:28+00:00,Mumbai,Mumbai,"नंदीयाल बाढ़ में बस फंसी: 24 यात्री बचाए गए, JCB ने मदद की https://t.co/CI7gwmGsnw",19.054999,72.8692035,High
2025-09-20 11:39:28+00:00,Mumbai,Mumbai,"RT @cookiealliance0: 🔥 ARE YOU READYYYY FOHAs?! 🔥

Our boys AHOF are about to set the TMA stage on FIRE!  Let’s flood the timeline and show…",19.054999,72.8692035,0
2025-09-20 11:39:27+00:00,Mumbai,Mumbai,"RT @SaintRampalJiM: 💥 कलयुग में सतयुग की शुरुआत Part-2️💥

इस वीडियो में देखिए 🔥 चौंकाने वाले सबूत!
दिल्ली के अनाथ बच्चों से लेकर 🌊 बाढ़ पी…",19.054999,72.8692035,Medium
2025-09-20 11:39:27+00:00,Mumbai,Mumbai,"RT @SatlokChannel: लितानी गाँव बाढ़ से तबाह हो रहा था। गांववालों को उम्मीद थी केवल 500 फीट पाइप की, पर संत रामपाल जी महाराज ने भेजी 15,000…",19.054999,72.8692035,High
2025-09-20 11:39:25+00:00,Mumbai,Mumbai,"Klimat hysterikerna i Stockholm har utfärdat tsunami varning! Alla stockholmare måste bära flytväst fram till måndag! 🤪
Jordskalv utanför Skellefteå – magnitud på 2,5: ”Som om en bil kört in i väggen” | SVT Nyheter https://t.co/ElVLUAvSzE",19.054999,72.8692035,High
2025-09-20 11:39:23+00:00,Mumbai,Mumbai,"RT @dimrays_info: .

2025.10.04(SAT)
ZEPHYREN × SHIBUYA THE GAME presents
『In The Family FEST 2025』
会場：THE GAME / CHELSEA HOTEL / STAR LOUN…",19.054999,72.8692035,0
2025-09-20 11:39:22+00:00,Mumbai,Mumbai,"RT @KraantiKumar: चंडीगढ़ में एक महिला शॉपिंग कर रही थी तभी युवाओं का एक ग्रुप दौड़ कर आता है और महिला से कहता है

मैडम हम आपका पसंदीदा गा…",19.054999,72.8692035,High
2025-09-20 11:39:22+00:00,Mumbai,Mumbai,"RT @BorisJohnson: The wettest generation since the Flood! Today's youth are too scared to drive, drink and many don't have sex. And they're…",19.054999,72.8692035,Low
2025-09-20 11:39:20+00:00,Mumbai,Mumbai,"RT @MSaqibShaikh190: Sindh Govt’s Flood Monitoring Cell issues latest water inflow &amp; outflow updates: Guddu 319,180/290,819 cusecs, Sukkur…",19.054999,72.8692035,0
2025-09-20 11:39:19+00:00,Mumbai,Mumbai,RT @SatlokChannel: बाढ़ पीड़ित गाँव में लगातार मदद की जा रही है | #flood #punjab https://t.co/kmEaYCb0vh,19.054999,72.8692035,Low
2025-09-20 11:39:19+00:00,Mumbai,Mumbai,RT @PilipinasToday_: Ito ang pasaring ng talent manager at TV host na si Ogie Diaz kay Sen. Rodante Marcoleta matapos umano nitong ipagtang…,19.054999,72.8692035,High
2025-09-20 11:39:19+00:00,Mumbai,Mumbai,"RT @SatlokChannel: 💥 कलयुग में सतयुग की शुरुआत Part-2️💥

इस वीडियो में देखिए 🔥 चौंकाने वाले सबूत!
दिल्ली के अनाथ बच्चों से लेकर 🌊 बाढ़ पी…",19.054999,72.8692035,High
2025-09-20 11:50:27+00:00,Chennai,Chennai,oh my god. just send the flood. erase us all. https://t.co/6aQYOKXlaC,13.0836939,80.270186,High
2025-09-20 11:50:25+00:00,Chennai,Chennai,"RT @filmlerx: ""Yalnız"" izlenecek 25 film. İzlerken KALKTI MI İNMEZ 😉

Flood 🧵 https://t.co/R0pJbwGdnF",13.0836939,80.270186,Low
2025-09-20 11:50:25+00:00,Chennai,Chennai,"RT @PowerShftAfrica: Small fixes aren’t enough: African cities need new ways to adapt to climate change

Right now, most cities are respond…",13.0836939,80.270186,High
2025-09-20 11:50:23+00:00,Chennai,Chennai,"RT @OposisiCerdas: Gempa M7,8 Guncang Rusia Disusul Tsunami, Belum Ada Laporan Korban https://t.co/7HonJ8cKa2",13.0836939,80.270186,High
2025-09-20 11:50:23+00:00,Chennai,Chennai,LIVE: Tsunami TERROR In Moscow After Massive 7.8 Earthquake Strikes Kamc... https://t.co/CYcYIprO9X via @YouTube,13.0836939,80.270186,High
2025-09-20 11:50:23+00:00,Chennai,Chennai,"RT @SaintRampalJiM: 💥 कलयुग में सतयुग की शुरुआत Part-2️💥

इस वीडियो में देखिए 🔥 चौंकाने वाले सबूत!
दिल्ली के अनाथ बच्चों से लेकर 🌊 बाढ़ पी…",13.0836939,80.270186,Medium
2025-09-20 11:50:21+00:00,Chennai,Chennai,"@resilient333 Flood with illegal immigrants 

Poison the natives 

UK gone",13.0836939,80.270186,High
2025-09-20 11:50:20+00:00,Chennai,Chennai,"RT @CaudeHenrion: 🧐#TribuneScientifique Mon amie Dr @ClareCraigPath a sorti une excellente video flash sur le tsunami de folie, dit COVID.…",13.0836939,80.270186,High
2025-09-20 11:50:19+00:00,Chennai,Chennai,"RT @sanewsdelhi: 📌🙏संत रामपाल जी महाराज ने कहा की बाढ़ पीड़ित मण्ढ़ाणा गाँव वालो की इतनी मदद कर दो जिसकी कोई हद नही। ✨💥

📍पुरा गाँव आज इस म…",13.0836939,80.270186,Low
2025-09-20 11:50:16+00:00,Chennai,Chennai,"RT @allenanalysis: 🚨#BREAKING: Protesters flood Times Square chanting “F*ck Charlie Kirk,” slamming him as racist and nothing like MLK. The…",13.0836939,80.270186,High
2025-09-20 11:50:15+00:00,Chennai,Chennai,"RT @BMTheEquityDesk: H1B Visa fees is no problem. Over the next two decades India will have a tsunami of jobs of its own!

Let’s plan for 2…",13.0836939,80.270186,Medium
2025-09-20 11:50:15+00:00,Chennai,Chennai,@Heccles94 I don’t want to pay to feed useless browns that can’t feed themselves and then flood our countries and ruin them ✊🏻,13.0836939,80.270186,High
2025-09-20 11:50:15+00:00,Chennai,Chennai,"RT @sadelhimundka: संत रामपाल जी महाराज ने बाढ़ पीड़ितों को बहुत राहत पहुंचाई।
 हरियाणा के लगभग 10 गांव को संत रामपाल जी महाराज ने बाढ़ से…",13.0836939,80.270186,High
