img_name,panic_level
image_103.jpeg,High
image_0106.jpg,Medium
image_082.jpg,High
image_0107.jpg,High
image_105.jpg,Low
image_107.jpg,High
image_0108.jpg,High
image_106.jpg,Medium
image_0110.jpg,Low
image_0111.jpg,Low
image_0112.jpg,Low
image_0109.jpg,0
image_111.jpg,0
image_110.jpg,High
image_108.jpg,High
image_109.jpg,0
image_113.jpg,Medium
image_0113.jpg,Medium
image_000.jpg,High
image_0114.jpg,Medium
image_112.jpg,High
image_0115.jpg,Medium
image_114.jpg,High
image_0116.jpg,0
image_0118.jpg,Low
image_0117.jpg,Medium
image_117.jpg,Medium
image_0119.jpg,Medium
image_115.jpg,High
image_116.jpg,High
image_118.jpg,Medium
image_0121.jpg,0
image_0123.jpg,High
image_120.jpg,High
image_121.jpeg,Medium
image_0120.jpg,High
image_119.jpg,Medium
image_0122.jpg,High
image_122.jpg,High
image_0124.jpg,Low
image_124.jpg,High
image_0126.jpg,Medium
image_125.jpg,Medium
image_0127.jpg,High
image_126.jpg,Low
image_0128.jpg,Medium
image_0129.jpg,Medium
image_0125.jpg,High
image_127.jpg,Medium
image_0130.jpg,Medium
image_0131.jpg,Medium
image_128.jpg,Medium
image_131.jpg,High
image_0132.jpg,0
image_0133.jpg,Medium
image_132.jpg,High
image_133.jpg,High
image_130.jpg,Medium
image_0134.jpg,Medium
image_129.jpg,0
image_0135.jpg,Low
image_134.jpg,High
image_135.png,Medium
image_0136.jpg,High
image_0137.jpg,Low
image_0138.jpg,Medium
image_136.jpg,Medium
image_137.PNG,Medium
image_138.jpeg,High
image_0139.jpg,Medium
image_139.jpg,Medium
image_0140.jpg,Medium
image_140.jpg,High
image_0141.jpg,Medium
image_0142.jpg,Medium
image_142.jpg,High
image_141.jpg,High
image_0143.jpg,High
image_087.jpg,Low
image_0144.jpg,High
image_143.png,Medium
image_144.jpg,Low
image_0145.jpg,Medium
image_0146.jpg,Medium
image_0147.jpg,High
image_0148.jpg,Medium
image_145.jpeg,Medium
image_147.jpg,Medium
image_146.jpeg,High
image_148.jpg,Medium
image_0149.jpg,Medium
image_149.jpg,High
image_0150.jpg,High
image_150.jpeg,High
image_0151.jpg,Medium
image_0153.jpg,Medium
image_0152.jpg,Medium
image_153.jpeg,High
image_0154.jpg,Low
image_151.jpg,High
image_152.jpg,High
image_154.jpg,High
image_0155.jpg,Medium
image_0157.jpg,Medium
image_0156.jpg,Medium
image_155.jpg,High
image_0158.jpg,Low
image_158.jpg,High
image_156.jpg,0
image_039.png,High
image_0159.jpg,Medium
image_159.jpg,0
image_0161.jpg,Medium
image_157.jpeg,High
image_0160.jpg,Medium
image_160.jpg,High
image_0162.jpg,High
image_0163.jpg,Medium
image_161.jpg,High
image_162.jpg,Medium
image_0165.jpg,Medium
image_165.jpg,High
image_164.jpg,High
image_0164.jpg,High
image_163.jpg,High
image_0167.jpg,Medium
image_166.jpg,High
image_0168.jpg,Medium
image_0166.jpg,Medium
image_0169.jpg,Medium
image_168.jpg,High
image_0170.jpg,Medium
image_0171.jpg,Medium
image_167.jpg,0
image_170.jpg,High
image_123.jpg,High
image_169.jpg,Medium
image_0174.jpg,Low
image_0176.jpg,Medium
image_0173.jpg,Medium
image_174.jpg,Medium
image_173.jpg,High
image_0172.jpg,Medium
image_172.jpg,High
image_171.jpg,High
image_0175.jpg,Medium
image_176.jpg,Medium
image_178.jpg,High
image_0178.jpg,Low
image_0181.jpg,Medium
image_0177.jpg,Medium
image_179.jpg,0
image_0179.jpg,Medium
image_175.jpg,Low
image_177.jpg,High
image_0184.jpg,Medium
image_0183.jpg,0
image_0186.jpg,Low
image_184.jpg,High
image_0185.jpg,Medium
image_0182.jpg,Medium
image_186.jpg,High
image_187.jpg,High
image_0188.jpg,Medium
image_182.jpg,High
image_188.jpg,High
image_0190.jpg,Medium
image_185.png,High
image_183.jpg,0
image_0191.jpg,Medium
image_190.png,0
image_189.jpeg,Medium
image_0192.jpg,Medium
image_193.jpg,High
image_0196.jpg,0
image_0193.jpg,Medium
image_0194.jpg,Medium
image_194.JPG,High
image_0197.jpg,Medium
image_0189.jpg,0
image_196.jpg,High
image_0195.jpg,Medium
image_199.jpg,High
image_0198.jpg,Low
image_197.jpg,High
image_195.jpeg,High
image_201.jpg,High
image_198.jpg,Medium
image_192.png,Low
image_191.jpg,High
image_0187.jpg,Medium
image_200.jpg,Medium
image_0199.jpg,0
image_0200.jpg,Medium
